severity,bucket,file,kind,photo_crag,resolved_slug,resolved_name,resolve_how,alt_crags,page,license,sourceUrl,flags,n_candidates,n_matched,n_routes_at_crag,unmatched_names,matched_names,grade_conflicts,sector_hints,caption_excerpt
2,community,Images/community/jansom-bay-flickr-noosles33-01.jpg,community-photo,Jansom Bay,jansom-bay,Jansom Bay,exact_name,Jansom Bay,,CC BY 2.0,https://www.flickr.com/photos/25874268@N00/5339248944,ok_crag_only,0,0,9,,,,,"Jansom Bay, Koh Tao"
2,community,Images/community/jansom-bay-flickr-noosles33-02.jpg,community-photo,Jansom Bay,jansom-bay,Jansom Bay,exact_name,Jansom Bay,,CC BY 2.0,https://www.flickr.com/photos/25874268@N00/5339248538,ok_crag_only,0,0,9,,,,,"Jansom Bay, Koh Tao"
2,community,Images/community/jansom-bay-mp-larin-01.jpg,community-photo,Jansom Bay,jansom-bay,Jansom Bay,exact_name,Jansom Bay,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/117696131/too-sweaty-for-the-nubbin,ok_crag_only,0,0,9,,,,,Too Sweaty for the nubbin. (Mountain Project Jansom Bay area photo by Michael Larin)
2,community,Images/community/jansom-bay-mp-larin-02.jpg,community-photo,Jansom Bay,jansom-bay,Jansom Bay,exact_name,Jansom Bay,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/117696125/top-of-the-slab,ok_crag_only,0,0,9,,,,,top of the slab (Mountain Project Jansom Bay area photo by Michael Larin)
2,community,Images/community/jansom-bay-mp-ways-01.png,community-photo,Jansom Bay,jansom-bay,Jansom Bay,exact_name,Jansom Bay,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/113979787/entire-area,ok_crag_only,0,0,9,,,,,Entire area! (Mountain Project Jansom Bay area photo by Brian Ways)
2,community,Images/community/jansom-bay-mp-ways-02.jpg,community-photo,Jansom Bay,jansom-bay,Jansom Bay,exact_name,Jansom Bay,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/117360365/new-routes-not-fully-finished-yet,ok_crag_only,0,0,9,,,,,New Routes (Not fully finished yet) (Mountain Project Jansom Bay area photo by Brian Ways)
2,community,Images/community/koh-nang-yuan-commons-justraveling-01.jpg,community-photo,Koh Nang Yuan (scenic),koh-nang-yuan,Koh Nang Yuan,prefix_name,Koh Nang Yuan,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Koh_Nang_Yuan.jpg,ok_crag_only,0,0,0,,,,,Koh Nang Yuan sandbar isthmus
2,community,Images/community/koh-nang-yuan-commons-viewpoint-01.jpg,community-photo,Koh Nang Yuan (scenic),koh-nang-yuan,Koh Nang Yuan,prefix_name,Koh Nang Yuan,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Ko_Nang_Yuan_from_Viewpoint.jpg,ok_crag_only,0,0,0,,,,,Ko Nang Yuan from the viewpoint
2,community,Images/community/koh-nang-yuan-flickr-mtkopone-01.jpg,community-photo,Koh Nang Yuan (scenic),koh-nang-yuan,Koh Nang Yuan,prefix_name,Koh Nang Yuan,,CC BY 2.0,https://www.flickr.com/photos/7567977@N05/441744678,ok_crag_only,0,0,0,,,,,Koh Nang Yuan
2,community,Images/community/koh-nang-yuan-flickr-olivera-01.jpg,community-photo,Koh Nang Yuan (scenic),koh-nang-yuan,Koh Nang Yuan,prefix_name,Koh Nang Yuan,,CC BY 2.0,https://www.flickr.com/photos/124137421@N04/37500919811,ok_crag_only,0,0,0,,,,,"Isla Koh Nang Yuan, Tailandia"
2,community,Images/community/koh-nang-yuan-flickr-olivera-02.jpg,community-photo,Koh Nang Yuan (scenic),koh-nang-yuan,Koh Nang Yuan,prefix_name,Koh Nang Yuan,,CC BY 2.0,https://www.flickr.com/photos/124137421@N04/35327700074,ok_crag_only,0,0,0,,,,,"Koh Nang Yuan vista desde Koh Tao, Tailandia"
2,community,Images/community/lang-khai-commons-01.jpg,community-photo,Lang Khai,lang-khai,Lang Khai,exact_name,Lang Khai,,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:KohTao_AoLangKhaay_PhanunViewBungalows01.jpg,ok_linked_via_caption,1,1,58,,Tao→Tao[exact],,,"Ao Lang Khaay (Lang Khai bay), Koh Tao - view from Phanun View Bungalows"
2,community,Images/community/lang-khai-mp-laurenli-01.jpg,community-photo,Lang Khai,lang-khai,Lang Khai,exact_name,Lang Khai,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/116220000/the-approach-to-lang-kai-back-in-2014-traverse-around-these-rocks-until-you-get-,ok_crag_only,0,0,58,,,,,The approach to Lang Kai back in 2014. Traverse around these rocks until you get to the base of the climbs. Rope was pretty taut back then and I was quite stretched out at 5'4. Shoes would be nice for spikey barnacles. (Mountain Project Lan
2,community,Images/community/lang-khai-mp-rockjunkie-01.jpg,community-photo,Lang Khai,lang-khai,Lang Khai,exact_name,Lang Khai,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/110064615/climbers-cove-founded-by-rock-junkie-koh-tao-small-team-of-devoted-climbers-here,ok_linked_via_caption,1,1,58,,Tao→Tao[exact],,,"Climbers cove , founded by Rock Junkie koh tao . Small team of devoted climbers here setting new routes and areas weekly follow us on fb ,  <br> www.facebook.com/rockjunkiekohtao (Mountain Project Lang Khai area photo by Rock Junkie climbin"
2,community,Images/community/machetey-mountain-mp-rockjunkie-01.jpg,community-photo,Machetey Mountain,machetey-mountain,Machetey Mountain,exact_name,Machetey Mountain,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/110064620/beautiful-views-from-the-top-of-machetey-mountain,ok_crag_only,0,0,13,,,,,Beautiful views from the top of Machetey Mountain . (Mountain Project Machetey Mountain area photo by Rock Junkie climbing Koh Tao)
2,community,Images/community/meks-mountain-mp-ways-01.jpg,community-photo,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/111697259/son-of-a-bitch,ok_crag_only,0,0,49,,,,,SON OF A BITCH (Mountain Project Mek's Mountain area photo by Brian Ways)
2,community,Images/community/report-jansom-bay-kelsey-gray-01.jpg,community-photo,Jansom Bay,jansom-bay,Jansom Bay,exact_name,Jansom Bay,,"user-contributed, all rights reserved — shown with attribution and source link",https://rakkup.com/koh-tao-thailand-rock-climbing-by-kelsey-gray/,ok_crag_only,0,0,9,,,,,Jansom Bay climbing area. Photo by Kelsey Gray.
2,community,Images/community/sairee-beach-commons-davidsim-01.jpg,community-photo,Sairee Beach Boulders,sairee-beach-boulders,Sairee Beach Boulders,exact_name,Sairee Beach Boulders,,CC BY 2.0,"https://commons.wikimedia.org/wiki/File:The_south_end_of_Sairee_beach,_Koh_Tao,_Thailand.jpg",ok_crag_only,0,0,40,,,,,"The south end of Sairee beach, Koh Tao, Thailand"
2,community,Images/community/sairee-beach-commons-mmarkin-01.jpg,community-photo,Sairee Beach Boulders,sairee-beach-boulders,Sairee Beach Boulders,exact_name,Sairee Beach Boulders,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:%D0%9F%D0%BB%D1%8F%D0%B6_Sairee.jpg,ok_crag_only,0,0,40,,,,,"Sairee beach, Koh Tao"
2,community,Images/community/sairee-beach-flickr-danielpeherstorfer-01.jpg,community-photo,Sairee Beach Boulders,sairee-beach-boulders,Sairee Beach Boulders,exact_name,Sairee Beach Boulders,,CC BY 2.0,https://www.flickr.com/photos/90110835@N02/8193108206,ok_crag_only,0,0,40,,,,,"Sairee Beach, Koh Tao"
2,community,Images/community/sairee-beach-flickr-dms303-01.jpg,community-photo,Sairee Beach Boulders,sairee-beach-boulders,Sairee Beach Boulders,exact_name,Sairee Beach Boulders,,CC BY-SA 2.0,https://www.flickr.com/photos/33241056@N00/3995274673,ok_crag_only,0,0,40,,,,,"Sairee Beach, Koh Tao, Thailand"
2,community,Images/community/sairee-beach-flickr-katsommers-01.jpg,community-photo,Sairee Beach Boulders,sairee-beach-boulders,Sairee Beach Boulders,exact_name,Sairee Beach Boulders,,CC BY-SA 2.0,https://www.flickr.com/photos/18651845@N00/5864813356,ok_crag_only,0,0,40,,,,,"Sairee beach, Koh Tao"
2,community,Images/community/sairee-beach-flickr-mrfun-01.jpg,community-photo,Sairee Beach Boulders,sairee-beach-boulders,Sairee Beach Boulders,exact_name,Sairee Beach Boulders,,CC BY 2.0,https://www.flickr.com/photos/44689822@N00/8335450937,ok_crag_only,0,0,40,,,,,"Sairee beach, Koh Tao"
2,community,Images/community/sairee-elephant-mp-ways-01.jpg,community-photo,Sairee Beach Boulders (The Elephant),sairee-beach-boulders,Sairee Beach Boulders,prefix_name,Sairee Beach Boulders,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/111737315/cross-eyed,ok_linked_via_caption,1,1,40,,Cross Eyed→Cross Eyed[exact],,,Cross Eyed (Mountain Project Sairee Beach Boulders (Elephant) area photo by Brian Ways)
2,community,Images/community/secret-garden-mp-ways-01.png,community-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/113972588/topo,ok_crag_only,0,0,83,,,,,topo (Mountain Project Secret Garden Boulders area photo by Brian Ways)
2,community,Images/community/shark-island-flickr-olivera-01.jpg,community-photo,Shark Island,shark-island,Shark Island,exact_name,Shark Island,,CC BY 2.0,https://www.flickr.com/photos/124137421@N04/25062359388,ok_crag_only,0,0,5,,,,,"Shark Island vista desde la bahía de Ao Hin Ngam, Koh Tao, Tailandia"
2,community,Images/community/shark-island-mp-ways-01.png,community-photo,Shark Island,shark-island,Shark Island,exact_name,Shark Island,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/113972573/topo,ok_crag_only,0,0,5,,,,,topo (Mountain Project Shark Island area photo by Brian Ways)
2,community,Images/community/tanote-bay-commons-achilli-01.jpg,community-photo,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,,CC BY 2.0,"https://commons.wikimedia.org/wiki/File:Tanote_Bay,_Koh_Tao_(48114018028).jpg",ok_crag_only,0,0,45,,,,,"Tanote Bay, Koh Tao (view over the bay and its granite headlands)"
2,community,Images/community/tanote-bay-commons-nebuloni-01.jpg,community-photo,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Thailand_2015_(20655075838).jpg,ok_crag_only,0,0,45,,,,,"Tanote Bay, Koh Tao (Thailand 2015 series)"
2,community,Images/community/tanote-bay-commons-nebuloni-02.jpg,community-photo,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Thailand_2015_(20655077448).jpg,ok_crag_only,0,0,45,,,,,"Tanote Bay, Koh Tao (Thailand 2015 series)"
2,community,Images/community/tanote-bay-commons-nebuloni-03.jpg,community-photo,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Thailand_2015_(20833505242).jpg,ok_crag_only,0,0,45,,,,,"Tanote Bay, Koh Tao (Thailand 2015 series)"
2,community,Images/community/tanote-bay-flickr-benbeiske-01.jpg,community-photo,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,,CC BY-NC-SA 2.0,https://www.flickr.com/photos/25762759@N05/3216181667,ok_crag_only,0,0,45,,,,,Ko Tao 02 - Tanote Bay
2,community,Images/community/tanote-bay-flickr-katsommers-01.jpg,community-photo,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,,CC BY-SA 2.0,https://www.flickr.com/photos/18651845@N00/5864826944,ok_crag_only,0,0,45,,,,,"Tanote Bay, Koh Tao"
2,community,Images/community/tanote-bay-flickr-katsommers-02.jpg,community-photo,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,,CC BY-SA 2.0,https://www.flickr.com/photos/18651845@N00/5864270435,ok_crag_only,0,0,45,,,,,"'Bar', Tanote Bay, Koh Tao"
2,community,Images/community/tanote-bay-flickr-travelourplanet-01.jpg,community-photo,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,,CC BY 2.0,https://www.flickr.com/photos/63503049@N03/48114020118,ok_crag_only,0,0,45,,,,,"Tanote Bay, Koh Tao"
2,community,Images/community/tanote-bay-flickr-travelourplanet-02.jpg,community-photo,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,,CC BY 2.0,https://www.flickr.com/photos/63503049@N03/48114087157,ok_crag_only,0,0,45,,,,,"Tanote Bay, Koh Tao"
2,community,Images/community/tanote-bay-mp-wild-01.jpg,community-photo,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/123981519/the-sport-route-dont-waste-my-paste,ok_linked_via_caption,1,1,45,,Don't Waste My Paste→Don't Waste My Paste[exact],,,"The sport route, ""Don't Waste My Paste."" (Mountain Project Tanote Bay area photo by Alex Wild)"
2,community,Images/community/temple-rock-mp-willm-01.jpg,community-photo,Temple Rock,temple-rock,Temple Rock,exact_name,Temple Rock,,"user-contributed, all rights reserved — shown with attribution and source link",https://www.mountainproject.com/photo/118064406/grant-perdue-firing-the-8th-pitch-photo-will-mckay,ok_crag_only,0,0,0,,,,,Grant Perdue firing the 8th pitch. Photo: Will McKay (Mountain Project Temple Rock area photo by Will M)
2,guide,Images/guide/p16-0-X46.jpg,crag-photo,Jansom Bay,jansom-bay,Jansom Bay,exact_name,Jansom Bay,16,,,ok_crag_only,0,0,9,,,,,Cluster of large stacked granite boulders; a small climber in blue/red is faintly visible at the upper left. No route lines or labels.
2,guide,Images/guide/p16-2-X48.jpg,crag-photo,Jansom Bay,jansom-bay,Jansom Bay,exact_name,Jansom Bay,16,,,ok_crag_only,0,0,9,,,,,Unannotated photo of stacked granite boulders with a fixed rope hanging down the face; no route names or labels legible.
2,guide,Images/guide/p21-0-X59.jpg,action-photo,Lang Khai,lang-khai,Lang Khai,exact_name,Lang Khai,21,,,ok_crag_only,0,0,58,,,,,Photo of a narrow coastal granite canyon/gorge with water at the bottom; several climbers visible on ropes on the walls and one climber on a ledge at right. No text or route labels.
2,guide,Images/guide/p21-1-X60.jpg,action-photo,Lang Khai,lang-khai,Lang Khai,exact_name,Lang Khai,21,,,ok_crag_only,0,0,58,,,,,Photo looking down a narrow granite chimney/canyon with several climbers on ropes in the cleft and one person seated on a ledge at right. No text or route labels.
2,guide,Images/guide/p22-0-X62.jpg,map,Sairee Beach Boulders,sairee-beach-boulders,Sairee Beach Boulders,exact_name,Sairee Beach Boulders,22,,,ok_crag_only,0,0,40,,,,,"Hand-drawn bouldering map titled 'North Sairee'. Labels: 'Koh Tao Cabana restaurant and bungalows', 'Stone wall', 'Low tide line', 'High tide line', compass rose. Numbered problems 2-10 marked in green on sketched boulders along the beach."
2,guide,Images/guide/p24-0-X65.jpg,map,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,24,,,ok_linked_via_caption,1,1,166,,Tao→Tao[exact],,,"Hand-drawn bouldering map titled 'The Backyard'. Labels: 'The Frontyard', 'Black Rock', 'Thick Jungle', 'Park Here', 'Earth House', 'Bldg', 'Save Koh Tao Office', 'Koh Tao Info', road directions to 'Mae Haad', 'Chalok Baan Kao' and 'Tantoe "
2,guide,Images/guide/p25-1-X68.jpg,crag-photo,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,25,,,ok_crag_only,0,0,166,,,,,"Unannotated photo of a large granite boulder with a prominent crack/seam splitting its face, in scrubby jungle surroundings. No route names or labels legible."
2,guide,Images/guide/p25-2-X69.jpg,crag-photo,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,25,,,ok_crag_only,0,0,166,,,,,"Unannotated photo of a broad granite boulder face with visible chalk/tick marks on holds, palm trees behind. No route names or labels legible."
2,guide,Images/guide/p25-3-X70.jpg,crag-photo,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,25,,,ok_crag_only,0,0,166,,,,,"Unannotated photo of a tall rounded granite boulder under an overhanging block, palm tree in background. No route names or labels legible."
2,guide,Images/guide/p25-4-X71.jpg,crag-photo,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,25,,,ok_crag_only,0,0,166,,,,,Wide scenic photo of a boulder field with many granite boulders scattered through grass under coconut palms; jungle hillside behind. No route names or labels legible.
2,guide,Images/guide/p31-4-X96.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,31,,,ok_crag_only,0,0,83,,,,,"Large steep boulder with featured, sloping face and visible chalk marks, set in jungle vegetation; sandy base and smaller rock in foreground. No route lines, numbers, or legible text."
2,guide,Images/guide/p31-5-X97.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,31,,,ok_crag_only,0,0,83,,,,,"Tall, smooth dark boulder face with faint chalk marks, trees behind. No route lines, numbers, or legible text. Small, low-resolution image."
2,guide,Images/guide/p32-0-X99.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,32,,,ok_crag_only,0,0,83,,,,,"Overhanging rounded boulder roof with featured undersides, vegetation at base. No route lines, numbers, or legible text. Small, low-resolution image."
2,guide,Images/guide/p32-1-X100.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,32,,,ok_crag_only,0,0,83,,,,,"Large stacked/blocky granite boulder with horizontal breaks, palm trees and grass around. No route lines, numbers, or legible text."
2,guide,Images/guide/p32-2-X101.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,32,,,ok_crag_only,0,0,83,,,,,"Long, low rounded boulder with horizontal seams and light chalk marks, dirt path alongside, trees behind. No route lines, numbers, or legible text."
2,guide,Images/guide/p32-3-X102.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,32,,,ok_crag_only,0,0,83,,,,,"Rounded boulder in shaded jungle setting with a tree growing beside it; featured face with chalk marks. No route lines, numbers, or legible text. Small image."
2,guide,Images/guide/p32-4-X103.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,32,,,ok_crag_only,0,0,83,,,,,"Tall dark steep boulder face with scattered chalk marks, surrounded by dense green foliage. No route lines, numbers, or legible text."
2,guide,Images/guide/p32-5-X104.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,32,,,ok_crag_only,0,0,83,,,,,"Blocky boulder with a dark featured right face (chalk marks visible) and lighter stacked left side; palm trees behind. No route lines, numbers, or legible text."
2,guide,Images/guide/p33-0-X106.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,33,,,ok_crag_only,0,0,83,,,,,"Pair of large boulders in a clearing; left block has a prominent diagonal crack/feature with chalk marks, rope or cord hanging down the right face; palms and jungle behind. No route lines, numbers, or legible text."
2,guide,Images/guide/p33-1-X107.jpg,crag-photo,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,33,,,ok_crag_only,0,0,83,,,,,"Tall steep boulder with overhanging featured face, palm trees and blue sky behind, smaller rocks at base. No route lines, numbers, or legible text. Small image."
0,guide,Images/guide/p08-1-X20.jpg,other-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,8,,,ok_crag_only,0,0,49,,,,,Tiny 84x84 circular logo/icon (same decorative bullet as p05-0-X12). No legible text.
0,guide,Images/guide/p09-1-X22.jpg,other-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,9,,,ok_crag_only,0,0,49,,,,,Tiny 84x84 circular logo/icon (same decorative bullet as p05-0-X12). No legible text.
0,guide,Images/guide/p10-1-X25.jpg,other-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,10,,,ok_crag_only,0,0,49,,,,,"Tiny circular guidebook logo (olive/brown footprint-like graphic in a ring). No legible text. Decorative graphic, not climbing content."
0,guide,Images/guide/p11-0-X27.jpg,other-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,11,,,ok_crag_only,0,0,49,,,,,"Tiny circular guidebook logo, identical to p10-1-X25.jpg (same byte size). No legible text. Decorative graphic."
0,guide,Images/guide/p11-2-X29.jpg,crag-photo-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,11,,,caption_says_unverified,0,0,49,,,,,"Very small (83x110) close-up photo of a rock edge/crack. No text, no climber. Thumbnail-like crop; crag unverified."
0,guide,Images/guide/p11-3-X30.jpg,crag-photo-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,11,,,caption_says_unverified,0,0,49,,,,,"Very small (83x110) close-up photo of textured rock face. No text, no climber. Thumbnail-like crop; crag unverified."
0,guide,Images/guide/p11-4-X31.jpg,crag-photo-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,11,,,caption_says_unverified,0,0,49,,,,,"Very small (83x111) close-up photo of layered rock with a little greenery at the base. No text, no climber. Thumbnail-like crop; crag unverified."
0,guide,Images/guide/p11-5-X32.jpg,crag-photo-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,11,,,caption_says_unverified,0,0,49,,,,,"Very small (83x110) close-up photo of a rock face with grass at the left edge. No text, no climber. Thumbnail-like crop; crag unverified."
0,guide,Images/guide/p12-3-X36.jpg,crag-photo-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,12,,,ok_crag_only,0,0,49,,,,,"Low-angle shot of a granite slab/wall with a small bush at the top. No route lines, labels, or climbers visible."
0,guide,Images/guide/p12-4-X37.jpg,other-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,12,,,ok_crag_only,0,0,49,,,,,"Tiny 84x84 decorative circular icon (green with orange flame-like shapes on black background); appears to be a repeated guidebook graphic/logo, not a photo."
0,guide,Images/guide/p13-0-X38.jpg,crag-photo-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,13,,,ok_crag_only,0,0,49,,,,,"Dark, shadowed boulder/steep wall face with a rope hanging down and foliage at left. No route markings or labels."
0,guide,Images/guide/p13-1-X39.jpg,other-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,13,,,ok_crag_only,0,0,49,,,,,Tiny 84x84 decorative circular icon (identical to p12-4-X37.jpg); repeated guidebook graphic/logo.
0,guide,Images/guide/p13-2-X40.jpg,scenic-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,13,,,ok_crag_only,0,0,49,,,,,Jungle vegetation and branches with a blue rope visible at the right edge; likely an approach or base-of-crag shot. No routes or labels.
0,guide,Images/guide/p14-1-X42.jpg,other-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,14,,,ok_crag_only,0,0,49,,,,,Tiny 84x84 decorative circular icon (identical to p12-4-X37.jpg); repeated guidebook graphic/logo.
0,guide,Images/guide/p15-2-X45.jpg,other-unusable,Mek's Mountain,meks-mountain,Mek's Mountain,exact_name,Mek's Mountain,15,,,ok_crag_only,0,0,49,,,,,Tiny 84x84 decorative circular icon (identical to p12-4-X37.jpg); repeated guidebook graphic/logo.
0,guide,Images/guide/p16-1-X47.jpg,other-unusable,Jansom Bay,jansom-bay,Jansom Bay,exact_name,Jansom Bay,16,,,ok_crag_only,0,0,9,,,,,Tiny 84x84 decorative circular icon (identical to p12-4-X37.jpg); repeated guidebook graphic/logo.
0,guide,Images/guide/p17-0-X49.jpg,other-unusable,Laem Thian (Mao Rock),laem-thian,Laem Thian,prefix_name,Laem Thian,17,,,ok_crag_only,0,0,2,,,,,Small circular logo/emblem (green blob shape with crown-like top inside a ring); appears repeatedly throughout the guidebook as a section divider.
0,guide,Images/guide/p18-2-X54.jpg,other-unusable,Sairee Beach Boulders,sairee-beach-boulders,Sairee Beach Boulders,exact_name,Sairee Beach Boulders,18,,,ok_crag_only,0,0,40,,,,,Same small circular logo/emblem as p17-0-X49.jpg (section divider graphic).
0,guide,Images/guide/p19-1-X56.jpg,other-unusable,Shark Island,shark-island,Shark Island,exact_name,Shark Island,19,,,ok_crag_only,0,0,5,,,,,Same small circular logo/emblem as p17-0-X49.jpg (section divider graphic).
0,guide,Images/guide/p20-1-X58.jpg,other-unusable,Tanote Bay,tanote-bay,Tanote Bay,exact_name,Tanote Bay,20,,,ok_crag_only,0,0,45,,,,,Same small circular logo/emblem as p17-0-X49.jpg (section divider graphic).
0,guide,Images/guide/p21-2-X61.jpg,other-unusable,Lang Khai,lang-khai,Lang Khai,exact_name,Lang Khai,21,,,ok_crag_only,0,0,58,,,,,Small circular logo/emblem (green blob shape with crown-like top inside a ring); section divider graphic used repeatedly in the guidebook.
0,guide,Images/guide/p22-1-X63.jpg,other-unusable,Sairee Beach Boulders,sairee-beach-boulders,Sairee Beach Boulders,exact_name,Sairee Beach Boulders,22,,,ok_crag_only,0,0,40,,,,,Same small circular logo/emblem as p21-2-X61.jpg (section divider graphic).
0,guide,Images/guide/p23-0-X64.jpg,other-unusable,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,23,,,ok_crag_only,0,0,166,,,,,Same small circular logo/emblem as p21-2-X61.jpg (section divider graphic).
0,guide,Images/guide/p24-1-X66.jpg,other-unusable,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,24,,,ok_crag_only,0,0,166,,,,,Same small circular logo/emblem as p21-2-X61.jpg (section divider graphic).
0,guide,Images/guide/p25-0-X67.jpg,other-unusable,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,25,,,ok_crag_only,0,0,166,,,,,Same small circular logo/emblem as p21-2-X61.jpg (section divider graphic).
0,guide,Images/guide/p26-0-X72.jpg,other-unusable,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,26,,,ok_linked_via_caption,1,1,166,,Deco→Deco[exact],,,Tiny 84x84 circular icon: green boulder-like blob with yellow/brown flame shapes inside a ring; no text. Likely a decorative section marker icon from the guidebook.
0,guide,Images/guide/p27-1-X74.jpg,other-unusable,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,27,,,ok_linked_via_caption,1,1,166,,Deco→Deco[exact],,,Identical 84x84 decorative icon to p26-0-X72.jpg (green boulder blob in a ring); no text.
0,guide,Images/guide/p28-6-X81.jpg,other-unusable,Backyard & Frontyard,backyard-frontyard,Backyard & Frontyard,exact_name,Backyard & Frontyard,28,,,ok_linked_via_caption,1,1,166,,Deco→Deco[exact],,,Identical 84x84 decorative icon to p26-0-X72.jpg (green boulder blob in a ring); no text.
0,guide,Images/guide/p29-1-X83.jpg,other-unusable,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,29,,,ok_crag_only,0,0,83,,,,,Identical 84x84 decorative icon to p26-0-X72.jpg (green boulder blob in a ring); no text.
